se	FM	se
dir	PPER	du
zusammen	PTKVZ	zusammen
und	KON	und
dann	ADV	dann
macht	VVFIN	machen
,	$,	,
daß	KOUS	dass
ihr	PPER	ihr
endlich	ADV	endlich
fortkommt	VVFIN	fortkommen
!	$.	!
Aus	APPR	aus
euch	PPER	ihr
wird	VAFIN	werden
auch	ADV	auch
nischt	ADJD	nischt
!	$.	!
Es	PPER	es
klingelt	VVFIN	klingeln
.	$.	.
Einen	ART	eine
Augenblick	NN	Augenblick
lang	ADJD	lang
horchen	VVFIN	horchen
beide	PIS	beide
.	$.	.
Frau	NN	Frau
Selicke	NN	Selicke
ist	VAFIN	sein
zusammengefahren	VVPP	zusammenfahren
,	$,	,
Walter	NE	Walter
starrt	VVFIN	starren
,	$,	,
die	ART	die
Stulle	NN	Stulle
in	APPR	in
der	ART	die
Hand	NN	Hand
,	$,	,
mit	APPR	mit
offenem	ADJA	offen
Munde	NN	Mund
über	APPR	über
die	ART	die
Lampe	NN	Lampe
weg	ADV	weg
nach	APPR	nach
der	ART	die
Tür	NN	Türe
,	$,	,
die	PRELS	die
ins	APPRART	in
Entree	NN	Entree
führt	VVFIN	führen
.	$.	.
FRAU	NN	Frau
SELICKE	VVFIN	SELICKE
endlich	ADV	endlich
.	$.	.
Na	ITJ	na
?	$.	?
Machste	ADJA	Machste
nu	ITJ	nu
auf	PTKVZ	auf
,	$,	,
oder	KON	oder
nich	ADJD	nich
?	$.	?
Walter	NE	Walter
hat	VAFIN	haben
die	ART	die
Stulle	NN	Stulle
liegenlassen	VVINF	liegenlassen
und	KON	und
läuft	VVFIN	laufen
auf	APPR	auf
die	ART	die
Tür	NN	Türe
zu	PTKVZ	zu
.	$.	.
Er	PPER	er
klinkt	VVFIN	klinken
diese	PDS	diese
auf	PTKVZ	auf
und	KON	und
verschwindet	VVFIN	verschwinden
im	APPRART	in
Entree	NN	Entree
.	$.	.
ALBERT	NE	Albert
der	ART	die
eben	ADV	eben
aus	APPR	aus
der	ART	die
Kammer	NN	Kammer
getreten	VVPP	treten
ist	VAFIN	sein
,	$,	,
in	APPR	in
der	PRELS	die
er	PPER	er
das	ART	die
Licht	NN	Licht
ausgelöscht	VVPP	auslöschen
hat	VAFIN	haben
,	$,	,
zieht	VVFIN	zeihen|ziehen
sich	PRF	sich
noch	ADV	noch
gerade	ADV	gerade
seinen	PPOSAT	sein
Überzieher	NN	Überzieher
an	PTKVZ	an
.	$.	.
Aus	APPR	aus
der	ART	die
Brusttasche	NN	Brusttasche
stecken	VVFIN	stecken
Glacés	NN	Glacés
,	$,	,
zwischen	APPR	zwischen
den	ART	die
Zähnen	NN	Zahn
hält	VVFIN	halten
er	PPER	er
eine	ART	eine
brennende	ADJA	brennend
Zigarette	NN	Zigarette
,	$,	,
an	APPR	an
einem	ART	eine
breiten	ADJA	breit
,	$,	,
schwarzen	ADJA	schwarz
Bande	NN	Bande
baumelt	VVFIN	baumeln
ihm	PPER	er
ein	ART	eine
Kneifer	NN	Kneifer
herab	PTKVZ	herab
.	$.	.
Modern	ADJD	modern
gescheitelt	VVPP	scheiteln
.	$.	.
Hut	NN	Hut
und	KON	und
Stöckchen	NN	Stöckchen
hat	VAFIN	haben
er	PPER	er
einstweilen	ADV	einstweilen
auf	APPR	auf
den	ART	die
Stuhl	NN	Stuhl
neben	APPR	neben
dem	ART	die
Sofa	NN	Sofa
plaziert	VVPP	plazieren
.	$.	.
Zu	APPR	zu
Frau	NN	Frau
Selicke	NN	Selicke
,	$,	,
indem	KOUS	indem
er	PPER	er
mit	APPR	mit
dem	ART	die
Fuße	NN	Fuß
die	ART	die
Tür	NN	Türe
hinter	APPR	hinter
sich	PRF	sich
zudrückt	VVFIN	zudrücken
.	$.	.
Nanu	NE	Nanu
?	$.	?
Das	PDS	die
kann	VMFIN	können
doch	ADV	doch
unmöglich	ADJD	unmöglich
schon	ADV	schon
der	ART	die
Vater	NN	Vater
sein	VAINF	sein
?	$.	?
FRAU	NN	Frau
SELICKE	VVFIN	SELICKE
die	ART	die
sich	PRF	sich
wieder	ADV	wieder
mit	APPR	mit
dem	ART	die
Kaffeegeschirr	NN	Kaffeegeschirr
zu	PTKZU	zu
tun	VVINF	tun
macht	VVFIN	machen
,	$,	,
unruhig	ADJD	unruhig
.	$.	.
Ach	ITJ	ach
wo	PWAV	wo
!	$.	!
Unterdessen	ADV	unterdessen
ist	VAFIN	sein
draußen	ADV	draußen
die	ART	die
Flurtür	NN	Flurtür
aufgegangen	VVPP	aufgehen
,	$,	,
und	KON	und
man	PIS	man
hört	VVFIN	hören
die	ART	die
Stimme	NN	Stimme
des	ART	die
alten	ADJA	alt
Kopelke	NN	Kopelke
:	$.	:
»	ADJA	»
Brrr	NN	Brrr
...	$.	...
is	NE	is
det	VVFIN	det
heit	ADJA	heit
'	$(	'
n	ADJA	n
Schweinewetter	NN	Schweinewetter
?	$.	?
!	$.	!
«	ADJA	«
–	NN	–
Die	ART	die
Tür	NN	Türe
klappt	VVFIN	klappen
wieder	ADV	wieder
zu	PTKVZ	zu
,	$,	,
und	KON	und
jetzt	ADV	jetzt
schreit	VVFIN	schreien
Walter	NE	Walter
laut	ADJD	laut
auf	PTKVZ	auf
,	$,	,
ausgelassen	ADJD	ausgelassen
:	$.	:
»	ADJA	»
Ach	ITJ	ach
!	$.	!
Olle	ADJA	Olle
Kopelke	NN	Kopelke
!	$.	!
Olle	ADJA	Olle
Kopelke	NN	Kopelke
!	$.	!
«	ADJA	«
–	NN	–
»	ADJA	»
Nich	NN	Nich
doch	ADV	doch
,	$,	,
Kind	NN	Kind
,	$,	,
nich	ADJA	nich
doch	ADV	doch
;	$.	;
du	PPER	du
tust	VVFIN	tun
mir	PPER	ich
ja	ADV	ja
weh	ADJD	weh
!	$.	!
Du	PPER	du
drickst	VVFIN	drickst
mir	PPER	ich
ja	ADV	ja
!	$.	!
Du	PPER	du
mußt	VMFIN	müssen
doch	ADV	doch
abber	ADJA	abber
ooch	NN	ooch
heern	VVFIN	heern
!	$.	!
Da	ADV	da
–	ADJA	–
nimm	VVIMP	nehmen
mir	PRF	ich
mal	ADV	mal
lieber	ADJD	lieb
hier	ADV	hier
'	$(	'
n	ADJA	n
bißken	ADJA	bißken
det	ADJA	det
Menneken	NN	Menneken
ab	PTKVZ	ab
!	$.	!
...	$.	...
Brrr	NE	Brrr
...	$.	...
nee	VVFIN	nee
...	$.	...
äh	VVFIN	äh
!	$.	!
«	NN	«
ALBERT	NE	Albert
zu	APPR	zu
Frau	NN	Frau
Selicke	NN	Selicke
,	$,	,
sich	PRF	sich
die	ART	die
Handschuhe	NN	Handschuh
zuknöpfend	VVFIN	zuknöpfend
.	$.	.
Ach	ITJ	ach
,	$,	,
der	ART	die
alte	ADJA	alt
Quacksalber	NN	Quacksalber
?	$.	?
!	$.	!
FRAU	NN	Frau
SELICKE	VVFIN	SELICKE
.	$.	.
Na	ITJ	na
,	$,	,
du	PPER	du
Großmaul	NN	Großmaul
,	$,	,
wirst	VAFIN	werden
doch	ADV	doch
nich	ADJD	nich
immer	ADV	immer
gleich	ADJD	gleich
das	ART	die
Geld	NN	Geld
geb'n	NE	geb'n
für	APPR	für
'	$(	'
n	ADJA	n
Dokter	NN	Dokter
!	$.	!
ALBERT	NE	Albert
aufgebracht	VVPP	aufbringen
.	$.	.
Ach	ITJ	ach
,	$,	,
Blech	NN	Blech
!	$.	!
Nich	NN	Nich
wahr	ADJD	wahr
?	$.	?
Nu	ITJ	nu
fang	VVIMP	fangen
wieder	ADV	wieder
davon	PAV	davon
an	PTKVZ	an
!	$.	!
...	$.	...
WALTER	NE	Walter
noch	ADV	noch
halb	ADJD	halb
im	APPRART	in
Entree	NN	Entree
.	$.	.
Au	ITJ	au
,	$,	,
Mamchen	NN	Mamchen
,	$,	,
sieh	VVIMP	sehen
mal	ADV	mal
!	$.	!
'	$(	'
n	ADJA	n
Hampelmann	NN	Hampelmann
!	$.	!
Mamchen	NN	Mamchen
,	$,	,
'	$(	'
n	ADJA	n
Hampelmann	NN	Hampelmann
!	$.	!
Er	PPER	er
kommt	VVFIN	kommen
mit	APPR	mit
ihm	PPER	er
ins	APPRART	in
Zimmer	NN	Zimmer
getanzt	VVPP	tanzen
.	$.	.
Zum	APPRART	zu
alten	ADJA	alt
Kopelke	NN	Kopelke
zurück	PTKVZ	zurück
.	$.	.
Wah	NE	Wah
?	$.	?
Den	PDS	die
schenken	VVFIN	schenken
Se	NE	<UNKNOWN>
mir	PPER	ich
?	$.	?
KOPELKE	NN	KOPELKE
behutsam	ADJD	behutsam
hinter	APPR	hinter
ihm	PPER	er
drein	PTKVZ	drein
